text,toxic
"86 reprovam ideia . igualmente enorme parcela brasileiros reprovam facilitao acesso armas . majoritarismo governo retrico , sustenta populismo extremadireita , propostas tm respaldo social . polarizao explica ?",0
"rt sinto s vezes meio p , inseguro . viralata , f futuro !",0
fica mal cidade kkk,0
servido submisso bolsonaro to grande quanto distncia daqui at lua .,1
caralho mano s acontece merda vida fuder,1
cu t feliz,1
rt amigo vcs tambm manda indireta cara pau ? kkkkkkkkkkkkkkkkkkkkk auge,1
mande link soltinho mignon gui arroz compartimentos inteirando onde cu ptias,1
amm !,0
"toda hr queda luz , vai acabar queimando coisas nessa porra",0
"rt posso comer quiser q mnh vai continuar intacta , pra poucos",0
"nunca chegue algum fale pessoa t gorda engordou , saco",0
rt odeio fazer barba mane pqp,0
"acho vcs esto enganados poi momento ttulos melhor futebol jogado brasil talvez amrica , agora outro lado sei hein , srie b subiu campeo , fraudes , divisas enormes nada ttulos burro vcs esto brincadeira .",1
sensao vezes vim nessa vida s pra fuder,1
bvio oq vc esperava,0
"lastimvel ! bolsonaro desrespeita dor famlias vtimas ditadura distorce histria crime praticados estado . desmentido documentos oficiais , altera composio comisso mortos desaparecidos polticos . necropoltica limites .",0
rt parabns j comeu rabo,1
pega pau,1
bom q footjob pinto fica parecendo q grande,1
rt roubando foto cara pau ! !,1
t morto pqp,1
"porra , sempre cancela cima hora",0
"nojo ! povo brasileiro maioria gente bem , perdoa d segunda chance sempre , individuo j vem provando tempo concerto , mau carter , filho reconhe bom pai ! vale pena dar voz p canalha !",1
rola vocs duas trocarem lugar ? ? ? ? prefiro clara,0
millennials descobriam motel sabem pra serve . parece cena inicial 2001 l macacos vendo obelisco,0
"porra , quer bater mim ? bater nele fdp",1
rt mulher faz igual pior vsf kkkkkkk,1
"to dando risada bem cara , sentando quicando jogando pra trs . quer ?",1
s queria solzinho puta dia feio frio porra,1
cair cu bunda,1
"pai msica alta , ligao viva voz , pqp estresse",1
mostra foto melina,0
"vai pra cadeia , glenn ! pagar hacker invadir conta algum editar arquivos atitude algum extremamente mal carter ! pavo razo ! pf j est cola !",0
rt entenda porque perseguio contra procuradores lava jato .,0
feia onde u,0
olha falaaaa,0
povo besta porra .,1
kkkkkkkkkkkkkkkkkkkkkkkk kd macaca loka q hoje t agressividade kkkkkkkkkkkk s cacetada,1
"viso parece algum nunca experincia . quer dizer voc precise ter empatia . ali , problema deve falta empatia .",0
"porra , q assunto chato ... caras insistem nessa pauta . achou pnalti , 95 rbitros q comentam sobre arbitragem televiso brasileira acharam pnalti . pronto ! prximo assunto ...",0
"lavar banheiro agora maior animao , calor caralho",0
rt amigo vai nessa vida maldita crime eterno gunnay,0
g bolvia graa brasil at pagar dvida deve petrobras fdp luldro deu ndio . bolvia afirma contrato fixa penalidades brasil comprar menos g,1
rt deu agonia pegar outro po queijo invs terminar comeou comer,0
time venceu corinthian itaquera . time fez gols corinthian itaquera ltima vitria rival dentro itaquera,0
carai dormi uma 12 horas seguidas coisa gente imprestvel,1
viado ontem veio prima perguntar viado tmb pq lindo kkkkkkkkkkkj,0
"feia tds dia , foto t igual drogada",0
algum ajuda convencer merda boehl ir baile hj kkkkk guri chato porra,1
vasco gama pica,0
rt parabns pra min porra 17 pista mt f deus,1
"imprensa lixo , mentirosa , tendenciosa , parcial , estpida nenhuma credibilidade .",1
rt iludida demais pqp,1
d tiro cara desse vagabundo ?,1
bobagem branca ? ? ? ?,0
"romero , voc foda !",0
t ligada 220 pqp,1
quase certeza homem escroto fingindo mulher kkkkkkkkk momento tbm pensei nisso,0
ok agora t votando certo doi apps,0
manipulao caralho,1
mano porra,0
pora viado ? ? ?,1
homem dando desculpa ter parado frente garagem vai fuder,1
puta merda olha tamanho nam t enorme olha ombros tanta beleza gostosura nunca foto s consigo assimilar,0
"poi , ainda bem retiro disse . merece porra nenhuma .",0
"acho q qualquer coisa , oq deixa chateada deixam amigo chateados , serio vsf",1
aprendemos nada cultura negra escolas muitas crianas negras sabem ancestralidade . histria negra resume s escravido,0
maluco esquerdista enrustido acordou chico ainda ... pacincia pra tipo babaca !,1
rt s t f superior tribunal fuleiros stfvergonhanacional,0
"algum roubou fone , tnc viu",0
gente acharam queiroz queiroz queiroz ! ! !,0
ah mano sla s vezes qria analfabeto,0
gente algum segura ? vou pedir brownie 12 reais arrepender,0
bolo dessa levantadora t brasil,0
vcs esquerdeopatas emendam .,1
"rt porra , n fala cmg quer pegar ? ? ? ? ? ?",0
vagabundo,1
acabou regassando dana cara mo boaaa,0
comecei lavar loua pra bichinha chegou final fiquei mals gripe amiga perdoe vai ficar uma panelas pra vc ok,0
vai fuder li calcinha kkkkkkkkkkkkkkk,1
adoram tirar foto assim ...,0
j j apago tanta vergonha pqp,0
"neymar vier coutinho ficar griezmann messi dembl coutinho jong arthur alba lenglet piqu semedo ter stegen lamentavelmente , entanto , busquets surez saem time titular nada .",0
disse q gorda pode amostrar barriguinha kk,0
t to estressada puta q pariu,0
frio caralho irmo,1
acho ridculo dream ta junto mark tirar fotinha pra postar pau cu,1
jamais . acaba pa .,0
caralho to mt gata,1
velho to surtandowbhajsjskkkkkkk utt bias caralho paraso vc assim quero,0
"empatia tudo , nao recproco acho devemos respeitar sentimentos outros nao tratar tal lixo sendo lixo . apenas sincero ta timo , nao deixa pessoa chegar ponto .",1
fica pau pau 2018,0
agosto consigo ir praia . ridculo,0
ltimo sei nome pqp mulher perfeita porra,1
d chance mamar rola gostosa s vim hahaha,1
"sim , triste pensar nisso",0
"saudade ir cantinho lanche , comer enroladinho vina conversar sobre vida , faz muita falta",0
pode falar j to interagindo,0
mt complicado encontrar vestido festa fique bom mim pqp,1
"seita doi menos , ratazana gorda .",1
"porra nenhuma , falsa ..... amg txica",1
nego falando q to vendendo drog kkkkkkkkkkk sai p l invejoso pau cu,1
mt burro pra esquecer cel carro mermo viu,1
srio viado,1
assis anda postando role kkkk t enganado agora ? vsf uahsusha menina caseira,1
paro sangrar buceta mano saco,1
"? ! edio nica , parece paperbackn bem feia ! est lindssima !",0
"puta merda toda , s hino ai caralho deus cu favs vida",1
"rt cu fdp , entro chuveiro vontade cagar",1
olha zap,0
"acordei celular dentro lixo , bom dia",0
"rt camila fazendo cueco shawn , vdeo takeover banda 5h saia toda semana ep . 54",0
"clube portugus respeitado europa futebol , nico bicampeo europeu , nico ainda fala lembra equipa bicampe , 5 violados s vocs lembram",0
"retardada , mau carter , cnica ... tudo pouco",1
queria entender gnt estuda namora trabalha vida social series dia sai amigo faz esporte cursinho notas boa porra toda ? ? ? ? ? ? segredo ? ?,0
quiser cachaa cu vai poder hein vem perguntar ante mata,1
caralho wushsjaiiaiajssjs,1
"opinio cretina , 60 milhes apoia ! capito melhor todos tempo !",1
"fala ! vc s esquerdopata fissurado fracasso invejoso contumaz sucesso alheio . vc , assim todo esquerdopata incompetente fracassado acha sempre q pessoas sucesso devem alguma coisa . nica moral q vc reconhece , serve .",1
bonita ....,0
"ih , mttttts",0
p ajudar muie mano qq,0
argumentrio benfiquista ah outros ? . sempre mesma cassete . zero argumentos .,1
rt olha transformaram manchester united milan . time feios pra cacete .,1
"deus ajude q torne pessoa to trouxa assunto homem deus ajude , pq vai tomar cu viu",1
"puta pariu , tarra andando volta pra casa noite repente sent teia aranha testa . bixa , desespero tanto fiquei debatendo rua . fodac acharem , aranhas australianas esto brincadeiras .",0
perguntam pq gosto pretinha,1
puta merda ganhei s vi agr ? ? ? ? ? ? ? ? ? ? ? ? ? ? !,1
tia acha super boa afinal hetero agora envolver mulher beijar mina est apaixonada garota vergonhoso mina tratando super bem fazendo garota feliz mundo fuder viu odeio famlia,1
p treino perna escadas ilha,0
cara torce pro atltico mineiro kkkkkkkkkkkkkkkkkkkkkk cade bi ? ? ? ? n sei porra,0
fico triste demais mano,0
pior imagem tera feira,0
deus existe irmao kkk nao vou precisar ir atras desse diabo ruim ... nois vai trombar rua ai quero ver eh boa memo falar merdas cara desgraada caralho,1
"poeta nada , pensa mina manja cantadas ? shaushahs",0
deu bom porra ! ! !,0
rt bailedacolombia bailedokit vamoi porra,0
dia t calor outro t frio imunidade vai onde ? pqp,0
"ficou puto saber q tava geral cantando junto , aqui n n gente",0
pqp tomara ingressos show metallica 1 milho reais pq adora queria comprar pra,0
"quarto t arrumadssimo , n parece quarto",0
"danarinas lugar samuel rosa , urban outfitter revela capa alternativa vinil norman fucking rockwell ! . favorita vocs ?",0
xingamento dia patife,0
caso polcia .,0
"bom dia amores passando pra matar saudade , off ainda . tbt loirisse gostosasconfrariars",1
vou assistir ento k,0
"treinasse ia entender piada , rola academia so tipos brincadeira , ento favor , militarizar",0
cabea vai explodir viado,1
"rt mulher feia tava tudo certo , mulher bonita mexe corao",1
"chuva cai l , aqui dentro nois diverte",0
boa takeshi porra goone,1
"t c tanta vergonha , queria conseguir abrir sobre , falta coragem",0
felicitala brou,0
agosto nada aulas voltarem kk,0
rt vsf kkkkkkkkkkkkkkkkkkkkkkkkkk,1
surto sulista kkkkkkkkkkk shoraste ?,0
vcs noo homem assumir est envolvido morte maior artista rap todos tempo nada acontecer ? ningum ir pra cadeia ? estado americano to porco quanto brasileiro .,1
"caralho , voltei camisa pra casa ... lembro oq fiz",1
"claro queixo , combinado entrar hj segunda n deal so deal",0
ai dei grito tomtom filho aparece miou tava feito bolinha debaixo palmeira varanda casa porra respirei to aliviado at jesus conseguiu ouvir,1
tentando falar espanhol mesma coisa estvo falar portugues pra entender porra nenhuma,1
boa tarde amores tudo bem vcs so aviso gente chamando zap aviso so chama zap compra algum vdeos fotos obrigado chama querer ficar papinho ja sabe bloqueado hora,0
fico chateada certas coisas sabe ?,0
"pqp kkkkkkkkkkkkk j ia vir q ? ? achando q q li , auge pai",0
"ai gabi , s viveu sabe ai s mesma , amo",0
mt dona casa semana,0
"vota voc extrovertido , popular , sexo , lcool , drogas , festas , livros julgo inteligncia , txico claro , escroto ? ? ? ? ?",1
mlhr coisa hj pai ter dado carto pra comprar roupa ikkkkk amo amo,0
n sei filha pau cu,1
rt s queria casar gilbert blythe nao posso porque existe,0
lindo ver kkkk bolsonarotemrazao,0
ministrios notveis filhos puta,1
"calma , bicha velha",1
kard grupo extremamente lendrio,0
plano cedo pro lixo bem rpido,0
falae babacao . vai falar tava errado fingir idiota ?,1
kkkkkkkk parece sol 10hrs,0
"lamentvel . finalmente voz dentro governo ousou dizer verdade , algum realizava trabalho srio , tornou baixa dessa onda obscurantista liderada antipresidente .",0
"rt teresina diferente , rede pet",0
"bernardo fica puto gente dorme junto , fala s falta entrar dentro",1
av lev tudo srio puta pariu,1
rt estudos comprovam q qnd vc pega lixo praia mo cai ! ! ! !,0
"caras publicam duas linhas chamam matria , fica fcil ler tudo",1
"rt apoiar crescimento outro , nunca ir impedir",0
"rt vtnc boa , nintendo saiu daqui causa impostos burocracia",1
vem tquio porra,1
puta alergia,0
vou abrir olho comprar ultima hora,0
recebi hoje to igual pinto lixooo,1
andreia neve irm acio mandou lembranas !,0
rt gay htero bi feio,0
"relacionamento s dura doi souberem conversar , serem amigo , corrigir erros prosseguir , procurando sempre melhorar nunca desistir",0
ai deixa falar serissimo aqui chato inconveniente gente j t pouco lixando pra pessoascoisas aconteceram 1 idiota pra puxar novo pra vida,1
pessoas nao exaltam hino deveria exaltado opinio caralho musicao letra maravilhosa jin fez arrepiar ate cabelos curaao rsrsrsrs entendem,1
rt lugar onde primeira oportunidade meto p daqui,0
p entendeee ocs pagando pau p neguim,1
rt sei defeito qualidade !,0
abrir carta alheia continuum sendo crime contra privacidade . vocs sabiam disso .,0
"atualizar vocabulrio tambm . , falar hola galerinha canal , vamos falar assunto diferentinho hoje , aes ! logo vinheta , solta vinheta editor ! msica pablo vitar hora vinheta ajudar engajamento rsrs",0
pra ter piado krt ontem leo cago pau,0
"b99 tenta lacrar demais , chato gina insuportvel jake babaca graa nenhuma nico legal pai chris srie infantil lendo coisas",1
rt cad boa hj nesse arax,0
"li inteira nao totalmente ruim , lbottom oq to falandokkkk s acho andy evoluiu escrita eh meio decepcionante logo primeira fic reconhecida so pq smut pra caralho",0
"nunca resolvo sair dia sexta , quero , fica tempo chuva , condioes",0
t rindo like retardada c video,0
"ver triste , j trabalhou tar onde est conquistou coisas sozinha , agora ver resumida macho , desanima",1
mulher nao pode falar siriricas online ? porra,1
algum homem feministo mulher htero favor causa lgbt on empoderar pagar inscrio xiii encontro regional sudeste histria oral ? ? ? ?,0
vagabundo ... falou tomava remdio pra dormir pq conseguia viver receber dia ... agora vai pro flu ganhando 250 recebendo salrio cada 3 me . vasco ganhava 550 . vagabundo define verme,1
rt sade t lixo,0
espero algum avise vdeo dicado grande bosta pra n passar vergonha gratuita novamente,1
rt kkkkkkkkkkkkkkkkkkk puto razo,0
sabia forma ia foder tudo at ano chegar kkkk q dio,1
rt queria ganhar mimo chamado camarim mpn luansantana luanetes luansantanashow,0
rt aprendi dizer pessoas certas .,0
s nojo nojo pego sozinha pau,1
rt dia louco,0
to desde ontem tentando chorar surtar t cada vez pior vo desativa p n fica tweetando bosta,0
apanhou pouco ainda baita fdp,0
darei vezes ento,0
presida sendo ovacionado povo ... ... povo convidado front tapume .,0
rt anlise melhor fase veja est redor seguida lembre pior fase observar realmente l .,0
"filho puta ainda coragem meter soco nela , sla homem deveria existir",1
boy disse vai dar s acredito vendo,0
rt pq cristo interfere amigo,0
queria voltar nessa poca,0
"questo direita esquerda , conservador progressista , questo moral , zelo errio , dinheiro pblico , grana garantiria servios pblicos qualidade ... favor certo defende lavajato cobra stf . stfvergonhanacional",0
vou ter tantas saudades deste burro,0
dor porra,1
resposta chegou rpido ...,0
j levando farra bndes ! !,0
vc nunca feia loucura,0
j porcaria live ?,0
lixo kk,0
"planeta onde vive , somente deus , permisso , poder emitir alguma reprimenda atos contra interesses brasil populao . stfvergonhanacional",0
", roubaram , venderam , abusaram autoridade , agora ningum respeita est corja , s tambm hoje povo quer fim destes comunistas",1
"rt efeitos roupa mano , roupa ta literalmente brilhando itzy sempre surpreendendo",0
t puta q c mariana n fala ng t mariana,1
it true ! aprendi english vendo sries poca escola . educao br lixo !,0
feia demais pqp mpn nowunited uniters marinaruybarbosa,1
"j q senhor est falando entrevistas , responde favor . senhor tb negou falar . canalha",1
"poxa , srie tudo pra dar certo , elenco , f , direo hora fazer ficou negcio meio ? ? ? ? ?",0
"maior realmente existe . ningum gosta homem gente gosta pau , s",1
rt yoongi esconde todo boiola hoseok,1
"brega nada , arrasou !",0
si fudeu presidente bem recebido,1
rt ligando pra porra nenhuma,0
"homem caamba lixo , nossinhora",1
mim fsica s frente ananias,0
cada coisa q gente ler macho s fala merda pqp,1
"sabe problema comparaes ? ter sempre vai puxar dado pra lado outro . ah , torneio peteca 1920 golagol ante partidas 1940. vale hoje vencer , poi vale 3 pontos deixa rival fazer 3 pontos !",0
", ltima vez fiz paguei 450 , olha j un doi ano . to at medo ir ver preo agora hahaha",0
